route;prD;Département;xD;yD;prF;xF;yF;TMJA
N0134;92;64;405723,24;6217688,88;109;409471,61;6203315,11;
N0134;109;64;409471,61;6203315,11;109;409688,8;6202841,26;513
N0134;109;64;409688,8;6202841,26;109;409691,53;6202775,06;513
N0134;109;64;409691,53;6202775,06;110;409658,93;6202184,39;513
N0134;110;64;409658,93;6202184,39;110;409773,1;6201997,65;513
N0134;110;64;409773,1;6201997,65;110;409738,56;6201843,31;513
N0134;110;64;409738,56;6201843,31;111;409717,2;6201511,98;513
N0134;111;64;409717,2;6201511,98;112;409267,47;6200129,12;513
N0134;112;64;409267,47;6200129,12;113;409168,66;6199977,35;513
N0134;113;64;409168,66;6199977,35;113;408952,81;6199387,5;513
N0134;113;64;408952,81;6199387,5;113;408951,5;6199368,45;513
N0134;113;64;408951,5;6199368,45;115;408806,07;6198307,05;513
N0134;115;64;408806,07;6198307,05;115;408745,51;6197977,56;513
N0134;115;64;408745,51;6197977,56;119;409412,48;6195905,36;513
N0134;119;64;409412,48;6195905,36;120;409960,03;6195686,4;513
N0134;120;64;409960,03;6195686,4;121;410033,46;6195654,29;513
N0134;121;64;410033,46;6195654,29;121;410369,22;6195497,06;513
N0134;121;64;410369,22;6195497,06;123;411174,33;6194871,04;513
N0134;123;64;411174,33;6194871,04;123;411332,71;6194916,3;513
N0136;0;35;359937,67;6789832,15;1;359095,71;6789040,39;55712
N0136;1;35;359095,71;6789040,39;1;358765,55;6788901,75;55712
N0136;1;35;358765,55;6788901,75;3;357030,02;6787919,95;64446
N0136;3;35;357030,02;6787919,95;5;355679,34;6786913,02;64890
N0136;5;35;355679,34;6786913,02;6;354485,83;6786077,81;75991
N0136;6;35;354485,83;6786077,81;9;352074,15;6785897,14;89196
N0136;9;35;352074,15;6785897,14;10;350643,7;6785868,6;96500
N0136;10;35;350643,7;6785868,6;11;350315,3;6786459,62;93057
N0136;11;35;350315,3;6786459,62;12;349897,38;6787126,5;93057
N0136;12;35;349897,38;6787126,5;14;349105,51;6789031,54;109180
N0136;14;35;349105,51;6789031,54;15;349011,47;6790053,15;110113
N0136;15;35;349011,47;6790053,15;15;348986,56;6790423,29;110113
N0136;15;35;348986,56;6790423,29;18;350936,13;6792556,69;87339
N0136;18;35;350936,13;6792556,69;21;353791,74;6792627,4;73756
N0136;21;35;353791,74;6792627,4;23;355998,43;6792333,97;66457
N0136;23;35;355998,43;6792333,97;24;356765,93;6792879,16;62492
N0136;24;35;356765,93;6792879,16;25;357164,52;6793156,33;62492
N0136;25;35;357164,52;6793156,33;26;358418,95;6793041,99;62492
N0136;26;35;358418,95;6793041,99;26;358682,58;6792800,57;50492
N0136;26;35;358682,58;6792800,57;27;359118,71;6792297,57;50492
N0136;27;35;359118,71;6792297,57;27;359445,87;6792016,94;50492
N0136;27;35;359445,87;6792016,94;29;359838,29;6790518,25;54289
N0136;29;35;359838,29;6790518,25;30;359927,04;6789900,4;54289
N0136;30;35;359927,04;6789900,4;30;359937,67;6789832,15;54289
N0137;46;17;417046,74;6520390,91;46;415901,79;6520777,8;
N0137;112;17;382806,22;6566149,12;117;382081,95;6570754,53;72191
N0137;117;17;382081,95;6570754,53;118;382214,95;6571851,52;
N0137;28;44;353599,25;6694730,57;28;353322,7;6695141,65;
N0137;28;44;353322,7;6695141,65;28;353144,56;6695598,08;55735
N0137;28;44;353144,56;6695598,08;29;352740,52;6696312,09;55735
N0137;29;44;352740,52;6696312,09;31;351896,51;6697777,25;
N0137;31;44;351896,51;6697777,25;33;350350,98;6699330,04;43438
N0137;33;44;350350,98;6699330,04;45;349910,11;6710394,71;
N0137;45;44;349910,11;6710394,71;61;351516,73;6726076,95;34574
N0137;61;44;351516,73;6726076,95;65;352183,37;6729935,4;
N0137;65;44;352183,37;6729935,4;73;350462,63;6737639,58;
N0137;73;44;350462,63;6737639,58;0;347387,05;6744850,91;28064
N0137;0;35;347387,05;6744850,91;4;346880,87;6748935,88;
N0137;4;35;346880,87;6748935,88;16;349089,33;6760465,91;31131
N0137;16;35;349089,33;6760465,91;31;349953,9;6774190,11;36693
N0137;31;35;349953,9;6774190,11;38;350999,25;6781458,95;56538
N0137;38;35;350999,25;6781458,95;43;352093,41;6785955,8;55412
N0137;113;35;332224,27;6847349,33;118;330230,24;6850616,02;
N0138;9;76;554419,03;6917554,6;10;555584,58;6917931,32;29703
N0138;10;76;555584,58;6917931,32;12;557356,31;6919730,13;40642
N0138;12;76;557356,31;6919730,13;12;557486,18;6920035,4;40642
N0138;12;76;557486,18;6920035,4;14;558331,86;6921631,01;83464
N0138;14;76;558331,86;6921631,01;14;558423,51;6921834,17;83464
N0138;14;76;558423,51;6921834,17;15;558528,33;6922087,27;31863
N0141;43;87;557210,88;6529720,86;49;552407,68;6533256,48;24065
N0141;31;16;503576,78;6528992,82;43;496608,33;6520512,09;
N0141;43;16;496608,33;6520512,09;62;480764,61;6514655,57;26148
N0141;62;16;480764,61;6514655,57;62;480136,56;6514556,94;26148
N0141;62;16;480136,56;6514556,94;63;479749,03;6514413,21;26148
N0141;68;16;476531,75;6511185,84;70;475372,3;6512095,8;26148
N0141;70;16;475372,3;6512095,8;71;474074,75;6512301,89;14264
N0141;71;16;474074,75;6512301,89;71;474046,63;6512317,28;14264
N0141;71;16;474046,63;6512317,28;73;472138;6513234,08;14264
N0141;73;16;472138;6513234,08;73;472084,56;6513241;14264
N0141;73;16;472084,56;6513241;75;470130,28;6512686,34;14264
N0141;75;16;470130,28;6512686,34;77;468831,45;6512267,02;14264
N0141;77;16;468831,45;6512267,02;84;461965,59;6513692,49;14264
N0141;84;16;461965,59;6513692,49;85;461335,88;6513910,43;14264
N0141;85;16;461335,88;6513910,43;94;453943,35;6512961,49;14264
N0141;94;16;453943,35;6512961,49;96;451846,44;6512726,03;12749
N0141;96;16;451846,44;6512726,03;104;444209,1;6514274,02;20389
N0141;104;16;444209,1;6514274,02;105;443880,91;6514431,59;20389
N0141;105;16;443880,91;6514431,59;105;443780,76;6514482,61;20389
N0141;105;16;443780,76;6514482,61;105;443732,6;6514435,12;20032
N0141;105;16;443732,6;6514435,12;110;439692,01;6515635,51;20032
N0141;110;16;439692,01;6515635,51;110;439526,36;6516000,5;13748
N0141;110;16;439526,36;6516000,5;110;439478,22;6516067,62;13748
N0141;110;16;439478,22;6516067,62;111;438312,06;6516632,16;13748
N0141;111;16;438312,06;6516632,16;111;438264,96;6516637,67;13748
N0141;111;16;438264,96;6516637,67;114;435699,47;6515529,41;13748
N0141;114;16;435699,47;6515529,41;114;435662,81;6515525,86;13748
N0141;114;16;435662,81;6515525,86;116;434452,42;6516041,2;13748
N0141;116;16;434452,42;6516041,2;116;434417,42;6516051,54;13748
N0141;116;16;434417,42;6516051,54;116;434183,03;6516031,15;13748
N0141;116;16;434183,03;6516031,15;116;434123,62;6516028,74;13748
N0141;116;16;434123,62;6516028,74;0;434113,19;6516028,36;
N0141;0;17;434113,19;6516028,36;0;434010,76;6516025,71;10658
N0141;0;17;434010,76;6516025,71;0;433419,44;6516246,76;10658
N0141;0;17;433419,44;6516246,76;4;429620,82;6517639,35;10658
N0141;4;17;429620,82;6517639,35;5;428712,83;6518187,11;10658
N0141;5;17;428712,83;6518187,11;15;421028,57;6522600,27;10658
N0141;15;17;421028,57;6522600,27;15;420996,03;6522602,92;10658
N0141;15;17;420996,03;6522602,92;16;420140,82;6522633,94;10658
N0141;17;17;420158,07;6522466,09;21;417046,74;6520390,91;
N0145;0;87;551329,95;6560265,96;29;575055,98;6568320,81;8628
N0145;29;87;575055,98;6568320,81;29;575108,66;6568318,25;8628
N0145;29;87;575108,66;6568318,25;0;575403,58;6568411,95;8628
N0145;0;23;575403,58;6568411,95;1;575864,18;6568562,72;15383
N0145;1;23;575864,18;6568562,72;1;575916,04;6568534,12;15383
N0145;1;23;575916,04;6568534,12;1;575945,31;6568542,32;15383
N0145;1;23;575945,31;6568542,32;2;576641,72;6568944,77;15383
N0145;2;23;576641,72;6568944,77;8;582499,36;6570734,08;15383
N0145;8;23;582499,36;6570734,08;27;598653,25;6569927,63;14495
N0145;27;23;598653,25;6569927,63;44;613370,34;6565374,01;9107
N0145;44;23;613370,34;6565374,01;60;628447,57;6567480;15115
N0145;60;23;628447,57;6567480;74;641428,42;6566862,94;10819
N0145;74;23;641428,42;6566862,94;74;641485,3;6566868,35;10819
N0145;74;23;641485,3;6566868,35;91;655184,27;6577025,69;12062
N0145;91;23;655184,27;6577025,69;0;655202,1;6577034,84;
N0145;0;3;655202,1;6577034,84;10;664347,64;6581598,68;12184
N0147;9;87;562534,58;6534910,77;9;562380,89;6535231,04;
N0147;9;87;562380,89;6535231,04;12;560225,24;6538155,21;7610
N0147;12;87;560225,24;6538155,21;13;559959,95;6538718,61;7610
N0147;13;87;559959,95;6538718,61;14;559415,55;6539080,89;7610
N0147;14;87;559415,55;6539080,89;15;559086,23;6539610,77;7610
N0147;15;87;559086,23;6539610,77;36;551325,24;6557593,6;7610
N0147;38;87;551338,85;6560245,42;38;551226,93;6560369,65;9256
N0147;38;87;551226,93;6560369,65;39;549932,54;6561718,2;9256
N0147;39;87;549932,54;6561718,2;40;549376,74;6561548,76;8440
N0147;40;87;549376,74;6561548,76;41;548435,95;6560921,56;8440
N0147;41;87;548435,95;6560921,56;42;546606,37;6560691,57;8440
N0147;42;87;546606,37;6560691,57;43;545353,29;6560626,39;8440
N0147;43;87;545353,29;6560626,39;44;545025,85;6560730,72;8440
N0147;18;86;525262,95;6591625,42;23;521169,98;6593361,29;10006
N0147;23;86;521169,98;6593361,29;25;519667,36;6593323,31;10006
N0147;25;86;519667,36;6593323,31;34;512407,01;6598261,76;10006
N0147;34;86;512407,01;6598261,76;37;510604,9;6601216,02;10006
N0147;52;86;500762,62;6611520,53;54;500418,71;6612742,26;27111
N0147;54;86;500418,71;6612742,26;60;497301,12;6616708,33;37587
N0147;62;86;494473,21;6616503,36;64;493002,84;6618052,58;27203
N0147;64;86;493002,84;6618052,58;65;492939,2;6619549,06;27203
N0149;0;86;492899,45;6618206,6;6;490696,6;6618014,9;12428
N0149;6;86;490696,6;6618014,9;6;490617,33;6618018,17;12428
N0149;6;86;490617,33;6618018,17;13;483614,79;6620156,83;12428
N0149;13;86;483614,79;6620156,83;15;482074,86;6620509,64;7326
N0149;15;86;482074,86;6620509,64;16;480376,36;6620892,37;7326
N0149;16;86;480376,36;6620892,37;0;468254,1;6622129,82;7326
N0149;0;79;468254,1;6622129,82;5;462941,79;6621710,86;8056
N0149;5;79;462941,79;6621710,86;9;458532,39;6621528,13;8056
N0149;9;79;458532,39;6621528,13;14;454076,51;6621339,82;8056
N0149;17;79;452466,38;6623182,48;17;452468,62;6623188,02;8259
N0149;17;79;452468,62;6623188,02;18;451245,33;6623854,42;8259
N0149;18;79;451245,33;6623854,42;19;451115,3;6624110,88;8259
N0149;19;79;451115,3;6624110,88;42;438204,31;6642725,66;8259
N0149;42;79;438204,31;6642725,66;49;431703,38;6645038,64;8259
N0150;48;17;416086,56;6520405,06;77;390271,18;6511660,87;
N0151;22;18;657754,13;6666377,89;31;659244,13;6666514,12;
N0151;20;58;717108,37;6686921,79;35;728953,48;6694911,2;1679
N0151;35;58;728953,48;6694911,2;53;739698,55;6708809,69;2747
N0151;0;89;740290,47;6713167,31;12;737362,06;6723987,46;3678
N0151;12;89;737362,06;6723987,46;32;741962,45;6742291,05;5161
N0154;14;28;612399,03;6790334,85;20;608238,81;6795671,19;9585
N0154;20;28;608238,81;6795671,19;23;606598,6;6797818,81;9585
N0154;23;28;606598,6;6797818,81;25;605537,03;6798972,92;9585
N0154;25;28;605537,03;6798972,92;25;605357,61;6799130,6;9585
N0154;25;28;605357,61;6799130,6;30;602069,28;6802366,41;9585
N0154;30;28;602069,28;6802366,41;31;600843,36;6803693,8;9593
N0154;31;28;600843,36;6803693,8;39;595337;6809762,83;9593
N0154;39;28;595337;6809762,83;47;590173,21;6815158,42;9593
N0154;56;28;586956,13;6822750,3;56;586810,24;6823181,96;16929
N0154;56;28;586810,24;6823181,96;63;584996,46;6830220,04;16929
N0154;63;28;584996,46;6830220,04;66;584125,78;6832617,5;17165
N0154;66;28;584125,78;6832617,5;78;580735,39;6844507,66;238387
N0154;78;28;580735,39;6844507,66;81;580014,79;6846854,56;238387
N0154;81;28;580014,79;6846854,56;81;579940,99;6847109,29;238387
N0154;81;28;579940,99;6847109,29;81;579936,45;6847118,09;238387
N0154;81;28;579936,45;6847118,09;81;579912,1;6847226,66;238387
N0154;81;28;579912,1;6847226,66;82;580354,31;6847455,3;15341
N0154;82;28;580354,31;6847455,3;84;581579,21;6848957,83;15341
N0154;84;28;581579,21;6848957,83;84;581529,96;6849265,82;15341
N0154;84;28;581529,96;6849265,82;84;581480,58;6849335,43;15341
N0154;84;28;581480,58;6849335,43;84;581161,77;6849661,85;15341
N0154;84;28;581161,77;6849661,85;85;581109,05;6849830,05;15341
N0154;85;28;581109,05;6849830,05;85;581120,48;6849842,95;15341
N0154;85;28;581120,48;6849842,95;85;581499,39;6850376,26;15341
N0154;85;28;581499,39;6850376,26;86;581735,64;6850779,87;15341
N0154;86;28;581735,64;6850779,87;86;581730,29;6850784,38;15341
N0154;86;28;581730,29;6850784,38;86;581668,75;6850826,43;
N0154;13;27;566025,21;6866873,09;27;567674,32;6880388,28;18628
N0154;27;27;567674,32;6880388,28;33;566641,19;6886196,38;29648
N0154;33;27;566641,19;6886196,38;46;566580,43;6899451,34;24753
N0157;0;35;398917,53;6783652,11;12;387396,44;6782910,87;33137
N0157;12;35;387396,44;6782910,87;17;382261,69;6783580,01;
N0157;17;35;382261,69;6783580,01;28;371193,91;6786949,66;
N0157;28;35;371193,91;6786949,66;33;367823,57;6787561;51252
N0157;33;35;367823,57;6787561;38;362810,05;6788577,12;55499
N0157;38;35;362810,05;6788577,12;41;359582,28;6789229,65;68189
N0157;41;35;359582,28;6789229,65;41;359554,99;6789220,48;68189
N0158;8;14;463960,9;6870226,54;29;459119,34;6891056,88;21001
N0158;29;14;459119,34;6891056,88;37;456740,91;6898246,83;31241
N0158;37;14;456740,91;6898246,83;38;456469,64;6899082,34;30516
N0159;0;88;999712,02;6804026,64;3;1001873,13;6806952,55;9127
N0159;0;88;1001930,37;6806992,06;0;1001937,29;6806991,5;
N0159;0;88;1001937,29;6806991,5;7;1008426,45;6804572,81;3792
N0159;7;88;1008426,45;6804572,81;11;1011913,54;6803225,01;3792
N0162;21;49;420539,44;6732778,03;0;422157,34;6744758,16;
N0162;0;53;422157,34;6744758,16;7;423361,13;6752042,15;
N0162;7;53;423361,13;6752042,15;8;423647,27;6752744,13;
N0162;8;53;423647,27;6752744,13;10;424033,41;6753580,35;
N0162;10;53;424033,41;6753580,35;10;424366,78;6754466,33;
N0162;10;53;424366,78;6754466,33;11;424067,36;6754966,36;
N0162;11;53;424067,36;6754966,36;11;424050,35;6754987,46;
N0162;11;53;424050,35;6754987,46;11;423528,99;6755441,87;
N0162;11;53;423528,99;6755441,87;19;424651,12;6763198,48;
N0162;19;53;424651,12;6763198,48;20;424470,18;6764273,56;
N0162;20;53;424470,18;6764273,56;22;424168,57;6765981,84;9222
N0162;22;53;424168,57;6765981,84;22;424083,11;6766415,75;9222
N0162;22;53;424083,11;6766415,75;22;424005,21;6766860,8;9222
N0162;22;53;424005,21;6766860,8;24;423672,45;6768760,88;9222
N0162;24;53;423672,45;6768760,88;25;423647,1;6768908,24;9222
N0162;25;53;423647,1;6768908,24;27;423321;6770785,84;9222
N0162;27;53;423321;6770785,84;27;423296,32;6770923,32;9222
N0162;27;53;423296,32;6770923,32;29;422624,67;6772723,86;9222
N0162;29;53;422624,67;6772723,86;29;422569,39;6772874,97;9222
N0162;29;53;422569,39;6772874,97;30;422367,7;6773419,37;9222
N0162;30;53;422367,7;6773419,37;31;422100,33;6774507,99;10713
N0162;31;53;422100,33;6774507,99;31;422021,02;6774842,35;10713
N0162;31;53;422021,02;6774842,35;31;421997,22;6774880,48;10713
N0162;31;53;421997,22;6774880,48;35;421138,29;6778337,16;10713
N0162;35;53;421138,29;6778337,16;36;422011,84;6779201,32;
N0162;36;53;422011,84;6779201,32;37;421963,69;6779893,33;
N0162;37;53;421963,69;6779893,33;38;422318,39;6781246,87;
N0162;38;53;422318,39;6781246,87;38;422289;6781301,34;20523
N0162;38;53;422289;6781301,34;41;421078,54;6783408,5;20523
N0162;41;53;421078,54;6783408,5;43;422118,24;6785557,42;
N0162;43;53;422118,24;6785557,42;46;423742,33;6787690,2;17927
N0162;46;53;423742,33;6787690,2;51;426186,28;6791563,91;13859
N0162;51;53;426186,28;6791563,91;56;428408,78;6796407,48;13859
N0162;56;53;428408,78;6796407,48;56;428409,75;6796411,36;13859
N0162;56;53;428409,75;6796411,36;56;428450,77;6796570,44;13859
N0162;56;53;428450,77;6796570,44;62;430246,23;6801695,65;13859
N0162;62;53;430246,23;6801695,65;63;430741,08;6801955,44;13859
N0162;63;53;430741,08;6801955,44;68;433895,88;6805909,58;
N0164;0;35;323811,13;6801843,73;6;318196,21;6800188,21;
N0164;6;35;318196,21;6800188,21;6;318046,08;6800185,36;
N0164;6;35;318046,08;6800185,36;11;313760,1;6799164,6;
N0164;11;35;313760,1;6799164,6;0;312337,73;6801231,75;10529
N0164;0;22;312337,73;6801231,75;8;304305,09;6801434,13;
N0164;8;22;304305,09;6801434,13;8;304105,24;6801590,26;
N0164;8;22;304105,24;6801590,26;12;299866,45;6801737,29;
N0164;12;22;299866,45;6801737,29;15;297221,49;6801289,65;
N0164;15;22;297221,49;6801289,65;15;297138,52;6801331,63;8354
N0164;15;22;297138,52;6801331,63;16;296381,03;6801710,6;8354
N0164;16;22;296381,03;6801710,6;20;292841,81;6802832,11;8354
N0164;20;22;292841,81;6802832,11;24;289189,42;6801631,46;8354
N0164;24;22;289189,42;6801631,46;30;283001,93;6800371,08;8354
N0164;30;22;283001,93;6800371,08;40;274441,73;6802215,79;8354
N0164;40;22;274441,73;6802215,79;42;272755,15;6803740,12;
N0164;42;22;272755,15;6803740,12;47;268541,25;6802690,57;
N0164;47;22;268541,25;6802690,57;53;263044,1;6804809,05;
N0164;53;22;263044,1;6804809,05;53;262759,85;6805206,66;
N0164;53;22;262759,85;6805206,66;62;255254,96;6806902,54;
N0164;62;22;255254,96;6806902,54;65;252071,42;6808012,13;5043
N0164;65;22;252071,42;6808012,13;66;251870,87;6808077,13;5043
N0164;66;22;251870,87;6808077,13;81;238868,43;6811138,17;5043
N0164;81;22;238868,43;6811138,17;81;238474,38;6811387,01;5043
N0164;81;22;238474,38;6811387,01;88;232120,51;6812255,84;5043
N0164;88;22;232120,51;6812255,84;92;228435,77;6813213,94;
N0164;92;22;228435,77;6813213,94;0;216374,48;6816125,16;
N0164;0;29;216374,48;6816125,16;2;215452,61;6816560,02;6862
N0164;2;29;215452,61;6816560,02;4;213237,58;6816034,26;
N0164;4;29;213237,58;6816034,26;6;211832,77;6815795,86;
N0164;6;29;211832,77;6815795,86;16;202522,06;6812151,4;7700
N0164;16;29;202522,06;6812151,4;19;200125,28;6812314,47;
N0164;19;29;200125,28;6812314,47;20;198898,41;6812167,88;
N0164;20;29;198898,41;6812167,88;22;197644,85;6811231,48;
N0164;22;29;197644,85;6811231,48;23;197056,68;6811156,14;
N0164;23;29;197056,68;6811156,14;23;196420,84;6811107,32;
N0164;23;29;196420,84;6811107,32;24;195766,03;6811155,73;
N0164;24;29;195766,03;6811155,73;24;195676,09;6811199,41;
N0164;24;29;195676,09;6811199,41;26;194118,3;6811342,91;
N0164;26;29;194118,3;6811342,91;27;193355,65;6811165,22;
N0164;27;29;193355,65;6811165,22;27;192676,17;6811046,94;
N0164;27;29;192676,17;6811046,94;28;192535,49;6811071,65;
N0164;28;29;192535,49;6811071,65;30;190647,68;6811040,65;8250
N0164;30;29;190647,68;6811040,65;31;189716,87;6811363,43;8250
N0164;31;29;189716,87;6811363,43;31;189290,76;6811546,99;8250
N0164;31;29;189290,76;6811546,99;39;182380,61;6813809,4;8250
N0164;39;29;182380,61;6813809,4;46;177003,07;6813934,92;10454
N0164;46;29;177003,07;6813934,92;46;176742,81;6813817,51;10454
N0164;46;29;176742,81;6813817,51;46;176584,33;6813724,23;
N0165;7;44;349028,53;6694310,54;7;348904,6;6694284,79;33310
N0165;7;44;348904,6;6694284,79;11;345740,08;6694526,43;33310
N0165;11;44;345740,08;6694526,43;15;342939,59;6697321,75;
N0165;15;44;342939,59;6697321,75;23;338123,06;6703682,49;
N0165;23;44;338123,06;6703682,49;29;331691,96;6706027,78;60451
N0165;29;44;331691,96;6706027,78;31;330385,41;6707154,04;60451
N0165;31;44;330385,41;6707154,04;33;328956,54;6708237,26;60451
N0165;33;44;328956,54;6708237,26;33;328892,46;6708258,89;33611
N0165;33;44;328892,46;6708258,89;45;319135,58;6714732,53;33611
N0165;45;44;319135,58;6714732,53;52;313920,18;6717961,99;
N0165;52;44;313920,18;6717961,99;65;303210,16;6725777,35;29812
N0165;65;44;303210,16;6725777,35;0;303205,58;6725787,3;
N0165;0;56;303205,58;6725787,3;2;302881,87;6726732,53;
N0165;2;56;302881,87;6726732,53;6;299302,73;6728115,18;
N0165;6;56;299302,73;6728115,18;31;278662,96;6738414,42;31700
N0165;31;56;278662,96;6738414,42;38;273700,83;6742036,5;
N0165;38;56;273700,83;6742036,5;42;270658,08;6745082,19;50208
N0165;42;56;270658,08;6745082,19;46;267376,34;6745634,11;68515
N0165;46;56;267376,34;6745634,11;48;265399,35;6744960,18;70415
N0165;48;56;265399,35;6744960,18;60;253521,33;6746449,73;57753
N0165;60;56;253521,33;6746449,73;63;251071,73;6745607,39;55451
N0165;63;56;251071,73;6745607,39;65;249363,41;6746398,02;53419
N0165;65;56;249363,41;6746398,02;67;247902,01;6749345,49;42483
N0165;67;56;247902,01;6749345,49;87;233026,07;6761508,41;36694
N0165;87;56;233026,07;6761508,41;92;227719,07;6762418,09;54640
N0165;92;56;227719,07;6762418,09;95;225801,7;6761619,86;
N0165;95;56;225801,7;6761619,86;96;224802,25;6761142,92;84300
