route;prD;Département;xD;yD;prF;xF;yF;TMJA
A0051;0;13;890563,42;6257972,76;1;890992,89;6258837,21;73906
A0051;1;13;890992,89;6258837,21;1;891020,32;6258865,97;102296
A0051;1;13;891020,32;6258865,97;2;891665,45;6260483,19;102296
A0051;2;13;891665,45;6260483,19;5;893343,92;6261697,01;92961
A0051;5;13;893343,92;6261697,01;5;893360,14;6261704,54;65974
A0051;5;13;893360,14;6261704,54;10;894854,37;6266254,34;65974
A0051;10;13;894854,37;6266254,34;13;894706,42;6269413,03;57612
A0051;13;13;894706,42;6269413,03;14;895200,63;6270669,19;70399
A0051;17;13;898927,69;6276947,84;17;899171,97;6277296,42;
A0051;24;13;899171,97;6277296,42;24;899471,5;6278001,51;56327
A0051;24;13;899471,5;6278001,51;29;901647;6281814,03;
A0051;29;13;901647;6281814,03;35;901676,17;6287749,63;26500
A0051;35;13;901676,17;6287749,63;56;920089,49;6293302,62;22698
A0051;56;13;920089,49;6293302,62;57;920535,1;6294491,62;20343
A0051;57;13;920535,1;6294491,62;60;921738,3;6296979,99;20343
A0051;60;84;921738,3;6296979,99;70;926627,7;6304761,69;20343
A0051;70;4;926627,7;6304761,69;84;932280,7;6317802,5;17585
A0051;84;4;932280,7;6317802,5;99;937735,35;6331344,78;15705
A0051;99;4;937735,35;6331344,78;110;938504,37;6340779,89;12808
A0051;110;4;938504,37;6340779,89;116;936259,02;6345581,18;13473
A0051;116;4;936259,02;6345581,18;123;933123,31;6351292,9;12300
A0051;123;4;933123,31;6351292,9;126;932269;6354647,83;8439
A0051;126;4;932269;6354647,83;152;940947,94;6376042,78;8439
A0051N;0;38;911014,57;6449838,86;0;910801,8;6449262,51;24798
A0051N;0;38;910801,8;6449262,51;3;910140,78;6446569,86;24798
A0051N;3;38;910140,78;6446569,86;5;910814,04;6445417,75;20864
A0051N;5;38;910814,04;6445417,75;19;908960,24;6432537,1;5924
A0051N;19;38;908960,24;6432537,1;26;907241,08;6426671,83;3708
A0052;0;13;906980,22;6268061,29;12;910925,86;6257518,17;38081
A0052;12;13;910925,86;6257518,17;16;912552,61;6253951,47;45633
A0052;16;13;912552,61;6253951,47;21;910248,02;6249673,47;63357
A0052;21;13;910248,02;6249673,47;26;910094,66;6245411,98;39005
A0054;0;30;807939,92;6302017,7;0;808590,29;6301976,61;
A0054;0;30;808590,29;6301976,61;3;810772,76;6301571,57;44897
A0054;3;30;810772,76;6301571,57;9;814949,67;6296464,65;43369
A0054;9;30;814949,67;6296464,65;20;823361,35;6290761,44;40459
A0054;20;30;823361,35;6290761,44;23;825596,12;6288345,16;40459
A0054;23;13;847852,92;6283715,51;23;848551;6283858,6;
A0054;49;13;848551;6283858,6;50;849534,71;6283841,71;35379
A0054;50;13;849534,71;6283841,71;64;863507,29;6284246;
A0054;64;13;863507,29;6284246;68;867881,35;6282810,82;41862
A0054;68;13;867881,35;6282810,82;70;869726,79;6283091,55;42116
A0054;70;13;869726,79;6283091,55;73;871717,6;6283329,71;52938
A0055;1;13;892215,8;6248828,74;2;891854,27;6249325,17;
A0055;3;13;891307,17;6250490,25;3;891203,99;6250590,97;72880
A0055;3;13;891203,99;6250590,97;4;890714,32;6251456,76;72880
A0055;4;13;890714,32;6251456,76;5;890360,48;6252311,58;35898
A0055;5;13;890360,48;6252311,58;7;890268,87;6253669,19;71114
A0055;14;13;885836,81;6258308,88;15;885245,6;6258021,08;76890
A0055;15;13;885245,6;6258021,08;20;880393,59;6256125,58;76890
A0057;0;83;940652,09;6229254,2;13;947302,49;6237739,28;
A0057;13;83;947302,49;6237739,28;20;950637,99;6242643,68;57974
A0057;20;83;950637,99;6242643,68;21;951397,72;6243695,84;48261
A0057;21;83;951397,72;6243695,84;32;959727,59;6248797,75;15711
A0057;32;83;959727,59;6248797,75;51;971816,49;6260642,52;14059
A0057;51;83;971816,49;6260642,52;52;972332,06;6261447,16;19756
A0061;230;31;577060,71;6283270,7;230;577118,35;6283036,6;
A0061;230;31;577118,35;6283036,6;230;577212,61;6282115,13;125905
A0061;230;31;577212,61;6282115,13;233;577627,37;6279835,53;114701
A0061;233;31;577627,37;6279835,53;234;578315,29;6278343,66;
A0061;234;31;578315,29;6278343,66;237;578370,28;6275975,05;
A0061;237;31;578370,28;6275975,05;240;578696,6;6273107;103181
A0061;240;31;578696,6;6273107;252;585116,79;6263588,75;60874
A0061;252;31;585116,79;6263588,75;259;590894,06;6258749,2;56165
A0061;259;31;590894,06;6258749,2;263;594091,8;6256090,81;45818
A0061;263;31;594091,8;6256090,81;275;603988,72;6250569,95;40203
A0061;275;31;603988,72;6250569,95;287;614329,79;6243821,23;40203
A0061;287;11;614329,79;6243821,23;301;626636,36;6237885,51;38954
A0061;301;11;626636,36;6237885,51;319;643343,51;6233099,56;39553
A0061;319;11;643343,51;6233099,56;329;652815,19;6232993,93;38669
A0061;329;11;652815,19;6232993,93;356;679000,86;6229997,08;41391
A0061;356;11;679000,86;6229997,08;378;699025,87;6228688,9;41721
A0062;0;33;418866,51;6415152,2;9;423081,25;6405546,7;71246
A0062;9;33;423081,25;6405546,7;10;423081,67;6405545,8;
A0062;10;33;423081,67;6405545,8;24;432677,73;6395197,51;47455
A0062;24;33;432677,73;6395197,51;35;440636,06;6388016,76;43258
A0062;35;33;440636,06;6388016,76;41;446268,75;6386388,45;33392
A0062;41;33;446268,75;6386388,45;54;457929,16;6383373,42;26016
A0062;54;33;457929,16;6383373,42;56;460264,16;6382087,61;24460
A0062;56;33;460264,16;6382087,61;71;472010,94;6374290,53;24460
A0062;71;47;472010,94;6374290,53;92;482069,79;6357371,83;23022
A0062;92;47;482069,79;6357371,83;124;508391,94;6343273,91;22572
A0062;124;47;508391,94;6343273,91;138;520296,55;6336643,54;23212
A0062;138;47;520296,55;6336643,54;149;528785,55;6331548,8;23212
A0062;149;82;528785,55;6331548,8;168;547481,7;6330055,47;24455
A0062;168;82;547481,7;6330055,47;192;564260,75;6315715,74;27418
A0062;192;82;564260,75;6315715,74;200;564782,94;6307952,03;53035
A0062;200;82;564782,94;6307952,03;202;566028,19;6305628,74;53035
A0062;202;31;566028,19;6305628,74;205;567473,32;6303399,29;53035
A0062;205;82;567473,32;6303399,29;211;569964,38;6297741,32;53035
A0062;211;31;569964,38;6297741,32;217;571199,86;6292110,9;64598
A0062;217;31;571199,86;6292110,9;224;573050,84;6285638,04;74246
A0062;224;31;573050,84;6285638,04;226;574006,54;6284439,22;108557
A0062;226;31;574006,54;6284439,22;228;576441,13;6284055,75;133850
A0062;228;31;576441,13;6284055,75;229;577060,71;6283270,7;
A0063;0;33;412830,86;6416488,91;0;412547,92;6415824,3;70237
A0063;0;33;412547,92;6415824,3;1;411918,92;6415485,38;70237
A0063;1;33;411918,92;6415485,38;6;408253,98;6413055,25;70237
A0063;6;33;408253,98;6413055,25;11;403903,23;6409233,5;63800
A0063;11;33;403903,23;6409233,5;24;395141,56;6400176,23;62439
A0063;24;33;395141,56;6400176,23;34;395587,02;6390364,41;
A0063;34;33;395587,02;6390364,41;36;395159,73;6388200,71;
A0063;36;33;395159,73;6388200,71;49;395957,44;6376386,4;35131
A0063;49;33;395957,44;6376386,4;52;395197,46;6373534,55;35131
A0063;52;40;395197,46;6373534,55;74;386505,89;6354312,25;29836
A0063;74;40;386505,89;6354312,25;90;379420,88;6339152,59;32647
A0063;90;40;379420,88;6339152,59;112;369020,23;6321104,26;32883
A0063;112;40;369020,23;6321104,26;131;360258,44;6305382,72;32696
A0063;131;40;360258,44;6305382,72;138;359256,19;6298757,48;29518
A0063;138;40;359256,19;6298757,48;138;359204,35;6298213,91;29911
A0063;138;40;359204,35;6298213,91;139;359140,6;6297927,52;29911
A0063;139;40;359140,6;6297927,52;155;345267,53;6290865,17;
A0063;155;40;345267,53;6290865,17;166;341864,11;6281376,33;34111
A0063;166;40;341864,11;6281376,33;168;340891,42;6279013,2;41603
A0063;168;40;340891,42;6279013,2;172;340101,39;6275933,68;41603
A0063;172;64;340101,39;6275933,68;174;339947,45;6274318,48;49706
A0063;174;64;339947,45;6274318,48;178;335839,23;6272817,14;62526
A0063;178;64;335839,23;6272817,14;183;331651,69;6271655,52;68779
A0063;183;64;331651,69;6271655,52;192;324537,21;6266811,99;53250
A0063;192;64;324537,21;6266811,99;197;320901,88;6263717,66;49013
A0063;197;64;320901,88;6263717,66;205;314867,29;6260714,26;42234
A0063;205;64;314867,29;6260714,26;205;314625,83;6260571,36;31743
A0064;0;64;339866,42;6274250,63;0;340679,68;6274395,65;
A0064;0;64;340679,68;6274395,65;3;342011,65;6272716,78;38395
A0064;3;64;342011,65;6272716,78;6;345349,05;6271171,29;31211
A0064;6;64;345349,05;6271171,29;11;349168,35;6271011,78;29591
A0064;11;64;349168,35;6271011,78;16;353174,73;6272523,78;24378
A0064;16;64;353174,73;6272523,78;23;358600,31;6277327,44;17349
A0064;23;64;358600,31;6277327,44;32;366049,28;6277618,38;16632
A0064;32;64;366049,28;6277618,38;34;367735,75;6276978,72;16632
A0064;34;40;367735,75;6276978,72;34;367933,6;6276961,92;16632
A0064;34;40;367933,6;6276961,92;34;368152,01;6276942,79;16632
A0064;34;40;368152,01;6276942,79;36;369621,94;6276745,3;19158
A0064;36;40;369621,94;6276745,3;37;370821,83;6276400,43;19158
A0064;37;64;370821,83;6276400,43;38;371750,17;6276464,05;19158
A0064;38;40;371750,17;6276464,05;38;371935,19;6276477,82;19158
A0064;38;40;371935,19;6276477,82;39;372503,17;6276330,61;19158
A0064;39;40;372503,17;6276330,61;40;374173,7;6275965,09;19158
A0064;40;64;374173,7;6275965,09;43;376227,35;6276346,14;19158
A0064;43;40;376227,35;6276346,14;50;382705,06;6276076,79;19158
A0064;50;64;382705,06;6276076,79;66;396727,69;6270548,87;19334
A0064;66;64;396727,69;6270548,87;85;412457,46;6261769,39;20684
A0064;85;64;412457,46;6261769,39;94;420359,5;6256659,72;21927
A0064;94;64;420359,5;6256659,72;97;423029,39;6255604,56;26776
A0064;97;64;423029,39;6255604,56;103;428520,49;6253688,65;23368
A0064;103;64;428520,49;6253688,65;117;440427,3;6247011,31;22204
A0064;117;64;440427,3;6247011,31;124;446137,67;6243770,64;21769
A0064;124;64;446137,67;6243770,64;126;447869,14;6243210,33;21769
A0064;126;65;447869,14;6243210,33;131;452493,26;6241754,51;21769
A0064;131;64;452493,26;6241754,51;137;457790,95;6240015,14;21769
A0064;137;65;457790,95;6240015,14;145;464895,66;6239540,96;20145
A0064;145;65;464895,66;6239540,96;157;475352,16;6234559,63;25259
A0064;157;65;475352,16;6234559,63;170;483222,04;6226196,18;25333
A0064;170;65;483222,04;6226196,18;175;487435,58;6225836,97;19776
A0064;175;65;487435,58;6225836,97;186;498809,68;6224497,35;19860
A0064;186;65;498809,68;6224497,35;192;504047,82;6225686,39;19860
A0064;192;31;504047,82;6225686,39;206;517546,61;6227677,24;20804
A0064;206;31;517546,61;6227677,24;218;529020,68;6226594,96;23124
A0064;218;31;529020,68;6226594,96;233;539357,26;6236324,81;24223
A0064;233;31;539357,26;6236324,81;234;539760,32;6236540,29;34590
A0064;239;31;543686,82;6239522,09;243;546708,65;6241816,36;36239
A0064;243;31;546708,65;6241816,36;274;564068,55;6265520,9;34590
A0064;274;31;564068,55;6265520,9;274;564069,12;6265521,73;34590
A0064;274;31;564069,12;6265521,73;280;568720,76;6270329,85;38994
A0064;280;31;568720,76;6270329,85;283;570001,86;6272110,27;105686
A0064;283;31;570001,86;6272110,27;285;571489,8;6274122,2;118247
A0064;285;31;571489,8;6274122,2;287;572432,61;6275689,81;
A0065;0;33;446271,16;6386389,26;11;441688,08;6377205,69;2019
A0065;11;33;441688,08;6377205,69;30;442146,83;6359167,84;2019
A0065;30;33;442146,83;6359167,84;40;439625,93;6349616,96;2019
A0065;40;33;439625,93;6349616,96;58;432680,6;6333146,63;2019
A0065;58;40;432680,6;6333146,63;70;427939,84;6322745,04;2019
A0065;70;40;427939,84;6322745,04;99;436266,4;6296726,49;2019
A0065;99;40;436266,4;6296726,49;105;435068,48;6290738,1;2019
A0065;105;40;435068,48;6290738,1;117;433881,11;6279854,32;2019
A0065;117;40;433881,11;6279854,32;118;433556,36;6279140,6;2019
A0065;118;64;433556,36;6279140,6;130;431222,87;6268676,98;2019
A0065;130;64;431222,87;6268676,98;150;420366,5;6256673,22;2019
A0066;0;31;590388,76;6259078,08;5;588290,03;6255038,12;15795
A0066;5;31;588290,03;6255038,12;20;592357,95;6243354,96;12164
A0066;20;31;592357,95;6243354,96;24;590699,38;6240104,81;12164
A0066;24;9;590699,38;6240104,81;26;589631,74;6238478,77;12164
A0066;26;31;589631,74;6238478,77;26;589553,97;6238284,35;12164
A0066;26;31;589553,97;6238284,35;38;588266,58;6226562,12;11166
A0068;0;31;577069,12;6283244,46;1;578141,13;6283628;54779
A0068;1;31;578141,13;6283628;10;584232,27;6288557,1;44884
A0068;10;31;584232,27;6288557,1;13;584386,29;6291791,87;
A0068;13;31;584386,29;6291791,87;17;586585,73;6294526,06;
A0068;17;31;586585,73;6294526,06;22;591288,86;6295754,35;
A0068;27;81;596120,4;6296381,08;33;600188,59;6300271,15;27439
A0068;33;81;600188,59;6300271,15;41;607165,56;6305342,23;25439
A0068;48;81;612079,05;6309268,11;61;623975,62;6313170,13;26924
A0071;98;45;614045,03;6757300,54;98;614011,61;6757111,2;
A0071;98;45;614011,61;6757111,2;99;614060,25;6755793,82;36892
A0071;99;45;614060,25;6755793,82;105;615111,42;6749620,38;35104
A0071;105;45;615111,42;6749620,38;125;618446,02;6731096,5;24919
A0071;125;45;618446,02;6731096,5;138;624480,8;6720587,33;24919
A0071;138;41;624480,8;6720587,33;156;626190,04;6702415,34;24221
A0071;156;41;626190,04;6702415,34;171;627723,89;6688017;23843
A0071;171;41;627723,89;6688017;173;627624,91;6686465,24;35138
A0071;173;41;627624,91;6686465,24;177;629664,07;6683065,72;35138
A0071;177;18;629664,07;6683065,72;183;633351,95;6679000,51;22318
A0071;183;18;633351,95;6679000,51;209;649442,33;6660697,51;21634
A0071;209;18;649442,33;6660697,51;251;658378,52;6624441,5;18862
A0071;251;18;658378,52;6624441,5;274;666363,12;6603548,54;19141
A0071;274;18;666363,12;6603548,54;280;671665,29;6601144,33;19141
A0071;280;3;671665,29;6601144,33;294;678079,95;6588621,73;18978
A0071;294;3;678079,95;6588621,73;318;697522,82;6581086,05;27631
A0071;318;3;697522,82;6581086,05;350;710622,45;6555078,23;25343
A0071;350;3;710622,45;6555078,23;352;709325,28;6553009,81;31709
A0071;352;3;709325,28;6553009,81;354;709050,69;6551732,15;31709
A0071;354;63;709050,69;6551732,15;362;708439,83;6544051,13;31722
A0071;362;63;708439,83;6544051,13;364;707781,59;6541448,43;34010
A0071;364;63;707781,59;6541448,43;374;711915,23;6532840,14;37282
A0071;374;63;711915,23;6532840,14;380;712463,14;6527093,18;40826
A0071;380;63;712463,14;6527093,18;385;711713,81;6522866,48;44028
A0071;385;63;711713,81;6522866,48;387;711098,87;6520584,88;40990
A0071;387;63;711098,87;6520584,88;388;710907,02;6519435,51;40990
A0072;85;42;786843,6;6525301,05;85;786573,49;6524639,86;
A0072;85;42;786573,49;6524639,86;95;791956,95;6515719,42;19187
A0072;95;42;791956,95;6515719,42;107;792752,73;6505014,51;21413
A0072;107;42;792752,73;6505014,51;123;800694,97;6492352,16;26645
A0072;0;42;811900,87;6482742,87;0;812087,25;6483001,55;81425
A0072;0;42;812087,25;6483001,55;0;811859,39;6483524,17;81425
A0072;0;42;811859,39;6483524,17;1;811595,27;6483856,37;81425
A0072;1;42;811595,27;6483856,37;6;807772,51;6486091,4;81425
A0072;6;42;807772,51;6486091,4;8;806082,2;6487237,3;81425
A0072;8;42;806082,2;6487237,3;9;805327,15;6487586,4;81425
A0072;9;42;805327,15;6487586,4;9;804832,63;6487797,24;84433
A0072;9;42;804832,63;6487797,24;16;800364,31;6492994,13;84433
A0072;16;42;800364,31;6492994,13;17;800262,5;6493246,43;84433
A0072;17;42;800262,5;6493246,43;17;800187,93;6493428,38;84433
A0075;0;63;710907,02;6519435,51;1;710775,22;6518387,16;64365
A0075;1;63;710775,22;6518387,16;3;711279,89;6516477,94;62716
A0075;3;63;711279,89;6516477,94;4;711527,12;6515543,22;51370
A0075;4;63;711527,12;6515543,22;6;712047,77;6513762,65;62010
A0075;6;63;712047,77;6513762,65;10;711502,92;6509857,75;55941
A0075;10;63;711502,92;6509857,75;10;711193,22;6509471,19;55941
A0075;10;63;711193,22;6509471,19;14;713065,99;6505955,5;
A0075;14;63;713065,99;6505955,5;18;715257,69;6502673,61;37877
A0075;18;63;715257,69;6502673,61;30;720864,62;6495524,03;
A0075;30;63;720864,62;6495524,03;31;720998,72;6494383,67;29319
A0075;31;63;720998,72;6494383,67;49;721371,86;6477149,47;
A0075;49;43;721371,86;6477149,47;64;716939,19;6464089,08;
A0075;64;15;716939,19;6464089,08;68;715992,42;6460302,12;
A0075;68;15;715992,42;6460302,12;84;711047,7;6446241,29;16161
A0075;84;15;711047,7;6446241,29;92;708757,1;6439167,23;16198
A0075;92;15;708757,1;6439167,23;96;711324,56;6436810,72;14205
A0075;96;15;711324,56;6436810,72;114;718602,69;6420893,78;15229
A0075;114;15;718602,69;6420893,78;114;718613,36;6420866,89;15229
A0075;114;15;718613,36;6420866,89;127;723133,13;6409494,72;
A0075;127;48;723133,13;6409494,72;133;722987,14;6403732,1;14085
A0075;133;48;722987,14;6403732,1;146;719210,41;6393607,33;
A0075;146;48;719210,41;6393607,33;161;719153,33;6379646,45;14553
A0075;161;48;719153,33;6379646,45;161;719328,85;6378947,64;
A0075;161;48;719328,85;6378947,64;172;715543,46;6371088,79;17769
A0075;172;48;715543,46;6371088,79;179;711165,46;6366426,7;16959
A0075;179;48;711165,46;6366426,7;180;711050,84;6366406,8;
A0075;180;12;711050,84;6366406,8;200;704836,99;6350994,05;
A0075;200;12;704836,99;6350994,05;215;701647,52;6337663,33;15515
A0075;215;12;701647,52;6337663,33;215;701815,94;6337456,98;13372
A0075;215;12;701815,94;6337456,98;215;701816,01;6337456,91;13372
A0075;215;12;701816,01;6337456,91;215;702262,42;6337005,95;
A0075;215;12;702262,42;6337005,95;219;701685,22;6333176,46;13372
A0075;219;12;701685,22;6333176,46;219;701682,53;6332537,94;13372
A0075;219;12;701682,53;6332537,94;221;701899,91;6330379,88;
A0075;222;12;701899,91;6330379,88;222;701973,4;6329941,1;13488
A0075;222;12;701973,4;6329941,1;222;702112,43;6329400,53;13372
A0075;222;12;702112,43;6329400,53;234;710855,74;6324096,2;13372
A0075;234;12;710855,74;6324096,2;252;722649,59;6310615,18;20244
A0075;252;12;722649,59;6310615,18;253;722652,31;6310605,48;
A0075;253;34;722652,31;6310605,48;280;728121,38;6288119,06;
A0075;280;34;728121,38;6288119,06;289;736025,68;6284237,47;27256
A0075;289;34;736025,68;6284237,47;290;736255,19;6283125,76;27256
A0075;290;34;736255,19;6283125,76;312;734997,69;6262987,25;31754
A0075;312;34;734997,69;6262987,25;320;730833,17;6257346,44;26864
A0075;330;34;722291,98;6251558,13;330;722190,38;6251008,95;
A0075;331;34;722190,38;6251008,95;332;722882,35;6249751,21;22459
A0075;332;34;722882,35;6249751,21;333;723668,89;6248784,06;19230
A0077;0;77;682584,02;6791479,14;5;682660,4;6786240,56;16822
A0077;5;77;682660,4;6786240,56;6;682651,69;6785815,78;11659
A0077;6;77;682651,69;6785815,78;7;681992,05;6784592,67;12180
A0077;7;77;681992,05;6784592,67;8;681607,62;6783740,87;12180
A0077;8;45;681607,62;6783740,87;10;680724,53;6782450,97;12180
A0077;10;77;680724,53;6782450,97;20;675504,82;6773279,31;12180
A0077;20;45;675504,82;6773279,31;28;675850,14;6766253,02;14698
A0077;28;45;675850,14;6766253,02;44;676899,06;6750637,88;11555
A0077;44;45;676899,06;6750637,88;54;678673,3;6740804,18;11555
A0077;54;45;678673,3;6740804,18;67;681211,42;6728290,08;9186
A0077;67;45;681211,42;6728290,08;81;690600,55;6718998,04;10086
A0077;81;45;690600,55;6718998,04;83;691369,27;6716944,47;8832
A0077;83;45;691369,27;6716944,47;97;695389,47;6703605,64;8832
A0077;97;58;695389,47;6703605,64;99;695943,05;6701676,71;8291
A0077;99;58;695943,05;6701676,71;100;695894,27;6701103,53;15691
A0077;113;58;696302,17;6688875,5;139;706161,64;6666236,81;14758
A0077;139;58;706161,64;6666236,81;149;710868,07;6659466,97;18558
A0081;175;72;487508,28;6775008,73;175;486840,33;6774829,39;
A0081;175;72;486840,33;6774829,39;202;460405,73;6772141,86;20876
A0081;202;72;460405,73;6772141,86;211;451540,39;6774653,35;20479
A0081;211;72;451540,39;6774653,35;224;440584,12;6778620,22;20479
A0081;224;53;440584,12;6778620,22;244;421944,03;6784877,69;20235
A0081;244;53;421944,03;6784877,69;251;414824,76;6785501,57;20983
A0081;251;53;414824,76;6785501,57;268;399172,09;6783591,4;20284
A0081;268;53;399172,09;6783591,4;268;398917,53;6783652,11;
A0082;0;44;351013,11;6694676,47;1;349331,02;6694355,56;
A0082;1;44;349331,02;6694355,56;2;349028,53;6694310,54;
A0083;0;44;358163,95;6684889,62;2;358229,96;6682819,41;
A0083;2;44;358229,96;6682819,41;5;358468,84;6680050,69;69696
A0083;5;44;358468,84;6680050,69;0;358475,49;6680037,33;
A0083;0;44;358475,49;6680037,33;0;358503,13;6679984,16;
A0083;0;44;358503,13;6679984,16;8;363418,05;6673033,02;31166
A0083;8;44;363418,05;6673033,02;21;368364,53;6661362,31;31298
A0083;21;44;368364,53;6661362,31;22;368796,54;6660319,94;31298
A0083;22;85;368796,54;6660319,94;43;379258,63;6642787,91;21804
A0083;43;85;379258,63;6642787,91;45;379870,18;6640952,12;25101
A0083;45;85;379870,18;6640952,12;65;382769,46;6622549,66;22287
A0083;65;85;382769,46;6622549,66;76;387568,56;6612156,22;26908
A0083;76;85;387568,56;6612156,22;94;402214,69;6602861,43;20519
A0083;94;85;402214,69;6602861,43;100;406907,8;6599668,17;19937
A0083;100;85;406907,8;6599668,17;113;419112,29;6594389,35;18503
A0083;113;85;419112,29;6594389,35;115;420611,33;6594885,68;16506
A0083;115;85;420611,33;6594885,68;117;422342,37;6595353,96;16506
A0083;117;79;422342,37;6595353,96;119;424513,02;6595695,62;16506
A0083;119;85;424513,02;6595695,62;134;439068,34;6596160,87;16506
A0083;134;79;439068,34;6596160,87;142;443450,87;6589364,53;19033
A0083;142;79;443450,87;6589364,53;146;446284,24;6588117,5;21073
A0084;96;35;358426,79;6793060,52;100;360675,92;6795753,3;41187
A0084;100;35;360675,92;6795753,3;108;366035,68;6800756,99;39510
A0084;108;35;366035,68;6800756,99;116;372798,88;6805019,41;34262
A0084;116;35;372798,88;6805019,41;129;381736,81;6813438,52;30983
A0084;129;35;381736,81;6813438,52;135;381202,77;6819480,42;21359
A0084;135;35;381202,77;6819480,42;147;379625,82;6830026,83;22348
A0084;147;50;379625,82;6830026,83;151;379444,81;6834364,81;21863
A0084;151;50;379444,81;6834364,81;162;380508,42;6844754,1;21441
A0084;162;50;380508,42;6844754,1;163;380279,56;6845997,79;25847
A0084;172;50;381344,93;6854062,95;189;388276,39;6868600,26;27400
A0084;189;50;388276,39;6868600,26;193;390995,03;6870244,29;28434
A0084;193;50;390995,03;6870244,29;193;391494,16;6870305,21;28434
A0084;193;50;391494,16;6870305,21;194;392389,2;6870672,37;26489
A0084;194;50;392389,2;6870672,37;203;399649,37;6875657,91;26489
A0084;203;50;399649,37;6875657,91;207;401919,32;6878277,67;26489
A0084;207;50;401919,32;6878277,67;208;402434,55;6878575,33;26489
A0084;212;50;406841,11;6880057,56;212;407009,24;6880174,99;
A0084;222;14;414128,85;6885090,69;237;428665,26;6889806,02;29644
A0084;237;14;428665,26;6889806,02;242;432721,74;6891557,18;35144
A0084;242;14;432721,74;6891557,18;245;434540,15;6893732,52;34353
A0084;245;14;434540,15;6893732,52;255;443170,18;6899546,24;37303
A0085;0;49;448793,35;6721110,98;14;459638,79;6712840,95;12615
A0085;14;49;459638,79;6712840,95;24;464711,18;6705101,13;12310
A0085;24;49;464711,18;6705101,13;37;470784,97;6694637,25;12004
A0085;37;49;470784,97;6694637,25;48;479925,03;6690256,87;11534
A0085;48;49;479925,03;6690256,87;55;485827,6;6687887,72;11534
A0085;55;37;485827,6;6687887,72;80;507188,18;6695717,78;11751
A0085;80;37;507188,18;6695717,78;83;510003,06;6694546,44;19213
A0085;83;37;510003,06;6694546,44;90;516191,6;6692229,35;18683
A0085;90;37;516191,6;6692229,35;100;525656,95;6691653,15;9514
A0085;100;37;525656,95;6691653,15;108;533917,18;6692121,97;13406
A0085;108;37;533917,18;6692121,97;122;547385,32;6689568,35;14461
A0085;122;37;547385,32;6689568,35;133;558063,41;6689837,92;12144
A0085;133;37;558063,41;6689837,92;133;558153,37;6689835,28;12144
A0085;133;37;558153,37;6689835,28;134;558925,95;6689867,69;12144
A0085;134;37;558925,95;6689867,69;152;575835,22;6690768;12144
A0085;152;41;575835,22;6690768;163;586672,53;6693065,43;12015
A0085;163;41;586672,53;6693065,43;184;606973,6;6691924,29;11609
A0085;184;41;606973,6;6691924,29;206;627693,96;6688008,31;12566
A0085;206;41;627693,96;6688008,31;206;627694,99;6688005,01;
A0086;0;92;641537,16;6867119,37;7;647500,06;6870798,15;92091
A0086;7;92;647500,06;6870798,15;8;647973,03;6870935,58;92091
A0086;8;92;647973,03;6870935,58;8;648114,71;6870979,22;92091
A0086;8;92;648114,71;6870979,22;8;648547,99;6871106,17;92091
A0086;8;92;648547,99;6871106,17;12;651097,42;6869943,67;
A0086;12;92;651097,42;6869943,67;12;651158,94;6869912,23;
A0086;12;92;651158,94;6869912,23;14;653316;6869292,27;
A0086;15;93;654533,49;6869337,55;29;662130,64;6862481,95;
A0086;29;94;662130,64;6862481,95;30;662692,56;6860859,79;128065
A0086;30;94;662692,56;6860859,79;30;662758;6860532,08;128065
A0086;30;94;662758;6860532,08;33;661938,88;6858937,49;128065
A0086;35;94;660187,87;6857800,19;36;659531,96;6856925,09;183813
A0086;36;94;659531,96;6856925,09;37;659501,01;6856302,69;183813
A0086;37;94;659501,01;6856302,69;37;659363,05;6855779,12;183813
A0086;37;94;659363,05;6855779,12;39;658886,06;6854623,82;183813
A0086;39;94;658886,06;6854623,82;40;658463,22;6853075,15;183813
A0086;40;94;658463,22;6853075,15;40;658462,22;6853075,09;
A0086;40;94;658462,22;6853075,09;41;657707,68;6853065,92;146338
A0086;41;94;657707,68;6853065,92;46;654673,82;6851213,73;146338
A0086;46;94;654673,82;6851213,73;47;654276,02;6850544,18;146338
A0086;50;94;651570,46;6850867,27;52;649617,51;6851540,75;77300
A0086;52;92;649617,51;6851540,75;52;647941,64;6851391,98;98200
A0086;59;78;643050,18;6853275,22;63;639053,92;6853779,08;143150
A0086;63;78;639053,92;6853779,08;68;638249,89;6857408,18;
A0086;68;78;638249,89;6857408,18;70;637361,76;6859653,11;
A0086;70;92;637361,76;6859653,11;72;637917,64;6861834,61;
A0086;72;78;637917,64;6861834,61;75;638149,27;6863917,27;
A0087;0;49;434267,19;6705436,44;1;432784,04;6705036,97;37155
A0087;1;49;432784,04;6705036,97;9;428125,2;6698777,9;17534
A0087;9;49;428125,2;6698777,9;27;417832,45;6688802,24;16837
A0087;27;49;417832,45;6688802,24;47;409994,31;6672165,61;16697
A0087;47;49;409994,31;6672165,61;56;405553,83;6664580,38;15856
A0087;56;49;405553,83;6664580,38;60;402858,1;6662444,66;14582
A0087;60;49;402858,1;6662444,66;60;402829,17;6662389,54;14582
A0087;60;49;402829,17;6662389,54;60;402674,66;6662086,79;14582
A0087;60;49;402674,66;6662086,79;68;397849,31;6656644,97;14582
A0087;68;85;397849,31;6656644,97;76;391473,44;6652703,97;15175
